Date,Open,High,Low,Close,Adj Close,Volume
2012-03-07,19.171429,19.206429,18.689285,18.953215,16.273540,798520800
2012-03-08,19.096071,19.392500,19.004286,19.356787,16.620050,516457200
2012-03-09,19.436071,19.562143,19.396786,19.470358,16.717569,418919200
2012-03-12,19.606428,19.714287,19.535713,19.714287,16.927006,407282400
2012-03-13,19.912144,20.292143,19.848213,20.289286,17.420715,690855200
2012-03-14,20.644644,21.240000,20.549999,21.056429,18.079390,1418844000
2012-03-15,21.414642,21.428928,20.662500,20.912857,17.956120,1159718000
2012-03-16,20.882856,21.042856,20.642857,20.913214,17.956432,825487600
2012-03-19,21.370358,21.491785,21.037500,21.467857,18.432661,901236000
2012-03-20,21.411072,21.674999,21.124287,21.641430,18.581688,816662000
2012-03-21,21.526428,21.773214,21.478930,21.517857,18.475590,644042000
2012-03-22,21.349285,21.589287,21.268929,21.405001,18.378683,623870800
2012-03-23,21.446072,21.492857,21.228571,21.287500,18.277798,430488800
2012-03-26,21.421070,21.683929,21.259287,21.677856,18.612967,595742000
2012-03-27,21.649286,22.010000,21.645000,21.945715,18.842951,607129600
2012-03-28,22.084999,22.194643,21.796785,22.057858,18.939243,655460400
2012-03-29,21.885000,22.020000,21.686787,21.780714,18.701277,608238400
2012-03-30,21.741785,21.805714,21.355000,21.412500,18.385120,731038000
2012-04-02,21.493929,22.098928,21.442142,22.093929,18.970205,598351600
2012-04-03,22.403570,22.578930,22.232500,22.475714,19.298014,834559600
2012-04-04,22.298214,22.352142,22.035713,22.296785,19.144382,572980800
2012-04-05,22.392143,22.666430,22.264286,22.631430,19.431713,641298000
2012-04-09,22.361786,22.851429,22.332144,22.722500,19.509912,597536800
2012-04-10,22.854643,23.000000,22.357143,22.444286,19.271036,889725200
2012-04-11,22.721430,22.745358,22.262142,22.364286,19.202343,696614800
2012-04-12,22.321428,22.547501,22.160713,22.241785,19.097164,614336800
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.559298,859644800
2012-04-16,21.787857,21.795713,20.651787,20.718929,17.789614,1050786800
2012-04-17,20.676430,21.785713,20.425358,21.775000,18.696371,1025528000
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.654673,954531200
2012-04-19,21.436428,21.597500,20.875713,20.980000,18.013773,834719200
2012-04-20,21.120714,21.236429,20.372143,20.463572,17.570362,1030985200
2012-04-23,20.378929,20.595358,19.879286,20.417856,17.531103,966529200
2012-04-24,20.093214,20.274643,19.821428,20.010000,17.180918,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.705572,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.635036,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.490921,406722400
2012-04-30,21.350000,21.371429,20.821428,20.856428,17.907671,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.850943,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.968998,427389200
2012-05-03,21.089287,21.121429,20.725000,20.779285,17.841436,390549600
2012-05-04,20.610001,20.655714,20.184643,20.187500,17.333319,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.463032,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.423161,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.453833,480704000
2012-05-10,20.520714,20.567142,20.301430,20.375713,17.494921,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.378090,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,17.117752,352626400
2012-05-15,20.051786,20.115000,19.705357,19.756071,16.962885,476336000
2012-05-16,19.787500,19.888929,19.322857,19.502857,16.745470,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.256060,717220000
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.264032,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,17.211582,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,17.079418,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.496151,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.335464,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.242548,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.548578,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.760178,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.716019,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.202688,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.303879,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.259109,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.523745,401455600
2012-06-07,20.617500,20.618570,20.375000,20.418571,17.531717,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.795439,347516400
2012-06-11,20.990000,21.017857,20.379642,20.398930,17.514858,591264800
2012-06-12,20.516430,20.593571,20.239286,20.577143,17.667873,435380400
2012-06-13,20.518572,20.660000,20.370714,20.434286,17.545208,293580000
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.525892,345573200
2012-06-15,20.392857,20.522142,20.341070,20.504642,17.605621,335255200
2012-06-18,20.391430,20.996071,20.370358,20.920713,17.962873,440412000
2012-06-19,20.835714,21.071428,20.825001,20.978930,18.012854,361404400
2012-06-20,21.007500,21.044643,20.742857,20.919287,17.961637,358943200
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.714174,326351200
2012-06-22,20.680000,20.792500,20.550714,20.789286,17.850019,284471600
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.502590,304382400
2012-06-26,20.404642,20.517500,20.261786,20.429644,17.541224,276536400
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.616966,202997200
2012-06-28,20.416786,20.500000,20.200357,20.323214,17.449842,282836400
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.908285,421500800
2012-07-02,20.883215,21.195356,20.842857,21.161428,18.169550,400092000
2012-07-03,21.245714,21.428572,21.214287,21.407499,18.380831,241712800
2012-07-05,21.448570,21.940714,21.416071,21.783571,18.703733,484383200
2012-07-06,21.681786,21.730000,21.485001,21.638571,18.579229,418930400
2012-07-09,21.617857,21.924999,21.575357,21.924643,18.824858,379405600
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.650686,511957600
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.534769,469322000
2012-07-12,21.437143,21.552500,21.167143,21.389286,18.365189,428041600
2012-07-13,21.533930,21.685356,21.428572,21.606071,18.551334,311427200
2012-07-16,21.611429,21.843571,21.607857,21.675358,18.610819,301260400
2012-07-17,21.813929,21.839287,21.541071,21.676430,18.611744,293624800
2012-07-18,21.663929,21.726429,21.555714,21.652143,18.590885,252700000
2012-07-19,21.831429,21.976786,21.642857,21.940001,18.838045,436861600
2012-07-20,21.893929,21.944286,21.560715,21.582144,18.530777,397471200
2012-07-23,21.228571,21.639286,20.989643,21.565357,18.516365,487975600
2012-07-24,21.692142,21.774286,21.375357,21.461430,18.427134,565132400
2012-07-25,20.516430,20.742857,20.357143,20.534643,17.631382,877312800
2012-07-26,20.705713,20.728571,20.370001,20.531429,17.628620,406632800
2012-07-27,20.536072,20.922501,20.413929,20.898571,17.943850,403936400
2012-07-30,21.104286,21.408571,20.993570,21.251072,18.246521,379142400
2012-07-31,21.543928,21.846430,21.525715,21.812857,18.728878,462327600
2012-08-01,21.996786,22.014286,21.535713,21.671785,18.607744,384501600
2012-08-02,21.530001,21.810356,21.437500,21.706785,18.637804,332158400
2012-08-03,21.915358,22.070715,21.841429,21.989286,18.880362,344920800
2012-08-06,22.046070,22.316786,21.973572,22.233929,19.090416,302103200
2012-08-07,22.241785,22.321428,22.072857,22.175358,19.040125,290446800
2012-08-08,22.121071,22.281429,22.039286,22.137857,19.007929,244706000
2012-08-09,22.066071,22.204643,22.064285,22.168928,19.116333,221642400
2012-08-10,22.096786,22.205713,22.096430,22.203571,19.146202,194938800
2012-08-13,22.263929,22.500000,22.258928,22.500000,19.401814,278832400
2012-08-14,22.566786,22.807501,22.507500,22.560356,19.453863,340169200
2012-08-15,22.546429,22.642857,22.419643,22.529642,19.427372,257342400
2012-08-16,22.543215,22.741428,22.517857,22.726429,19.597065,254534000
2012-08-17,22.857143,23.149643,22.814644,23.146786,19.959538,442761200
2012-08-20,23.214643,23.755358,23.210714,23.755358,20.484312,613384800
2012-08-21,23.957857,24.102858,23.226070,23.430714,20.204376,812719600
2012-08-22,23.372143,23.892857,23.146786,23.888214,20.598877,565322800
2012-08-23,23.789642,23.924999,23.612499,23.665358,20.406706,420128800
2012-08-24,23.553928,23.910000,23.412500,23.686428,20.424873,437340400
2012-08-27,24.285357,24.316786,24.055000,24.131430,20.808599,427008400
2012-08-28,24.106428,24.146429,23.952499,24.100000,20.781492,267416800
2012-08-29,24.116072,24.202499,24.021429,24.052500,20.740541,202806800
2012-08-30,23.951429,23.983929,23.673214,23.709642,20.444893,302699600
2012-08-31,23.830357,23.878571,23.473213,23.758572,20.487083,338321200
2012-09-04,23.777143,24.112143,23.732143,24.106071,20.786741,367892000
2012-09-05,24.127501,24.155357,23.914286,23.936787,20.640759,336375200
2012-09-06,24.041786,24.224644,23.957144,24.152500,20.826771,391196400
2012-09-07,24.216070,24.374287,24.134644,24.301430,20.955193,329666400
2012-09-10,24.301786,24.403214,23.646429,23.669287,20.410099,487998000
2012-09-11,23.753929,23.932142,23.446428,23.592501,20.343882,503983200
2012-09-12,23.816071,23.924999,23.428572,23.921070,20.627211,712233200
2012-09-13,24.191786,24.482143,24.098928,24.392143,21.033415,598360000
2012-09-14,24.641430,24.892143,24.567499,24.688572,21.289026,600474000
2012-09-17,24.976786,24.992857,24.807501,24.992144,21.550798,398031200
2012-09-18,24.995714,25.083214,24.872143,25.068214,21.616392,373503200
2012-09-19,25.009287,25.142500,24.984644,25.075001,21.622250,326874800
2012-09-20,24.969999,25.002144,24.772142,24.953571,21.517530,336568400
2012-09-21,25.086071,25.181070,24.977142,25.003214,21.560341,571589200
2012-09-24,24.530714,24.825714,24.392857,24.671070,21.273932,639766400
2012-09-25,24.580713,24.742144,24.035713,24.055000,20.742701,518789600
2012-09-26,23.883572,24.024643,23.614286,23.756430,20.485237,576503200
2012-09-27,23.724644,24.363214,23.583929,24.332857,20.982294,594090000
2012-09-28,24.241072,24.325357,23.812500,23.825001,20.544365,535110800
2012-10-01,23.969999,24.169643,23.446428,23.549643,20.306927,543594800
2012-10-02,23.636070,23.798214,23.237499,23.618214,20.366055,627992400
2012-10-03,23.745001,23.995001,23.665358,23.980356,20.678335,424281200
2012-10-04,23.973213,24.080357,23.769644,23.814285,20.535128,370725600
2012-10-05,23.757143,23.785713,23.260000,23.306786,20.097513,594006000
2012-10-08,23.102858,23.127144,22.718214,22.791786,19.653418,637994000
2012-10-09,22.808929,22.874643,22.269644,22.708929,19.581978,838597200
2012-10-10,22.847857,23.035000,22.750000,22.889643,19.737806,510356000
2012-10-11,23.089287,23.114286,22.432142,22.432142,19.343294,546081200
2012-10-12,22.484285,22.692142,22.332144,22.489643,19.392887,460014800
2012-10-15,22.583929,22.683214,22.280357,22.670000,19.548407,432502000
2012-10-16,22.691786,23.225000,22.535713,23.206785,20.011274,549771600
2012-10-17,23.173929,23.313929,23.000000,23.021786,19.851753,389037600
2012-10-18,22.842501,22.930714,22.500000,22.594286,19.483120,476624400
2012-10-19,22.537500,22.563213,21.772142,21.780001,18.780954,744086000
2012-10-22,21.872143,22.692142,21.812857,22.643929,19.525928,546730800
2012-10-23,22.535713,22.639286,21.846430,21.905714,18.889364,707145600
2012-10-24,22.194286,22.376785,21.808571,22.029642,18.996225,558527200
2012-10-25,22.142857,22.214287,21.626785,21.769285,18.771715,656325600
2012-10-26,21.765356,21.928572,21.107143,21.571428,18.601112,1018432800
2012-10-31,21.245714,21.498571,20.989286,21.261429,18.333790,510003200
2012-11-01,21.365000,21.535713,21.220358,21.305000,18.371365,361298000
2012-11-02,21.281786,21.319643,20.526787,20.600000,17.763435,599373600
2012-11-05,20.840000,20.991785,20.628571,20.879286,18.004269,529135600
2012-11-06,21.079643,21.097857,20.717501,20.816071,17.949757,374917200
2012-11-07,20.494286,20.519285,19.848213,19.928572,17.262957,793648800
2012-11-08,20.022499,20.079643,19.117500,19.205357,16.636469,1056146000
2012-11-09,19.300714,19.817142,19.061428,19.537857,16.924500,929913600
2012-11-12,19.791071,19.803572,19.237499,19.386786,16.793634,515802000
2012-11-13,19.246786,19.660000,19.155714,19.389286,16.795805,532949200
2012-11-14,19.482143,19.551786,19.149286,19.174286,16.609566,477170400
2012-11-15,19.197500,19.267857,18.665001,18.772142,16.261204,789910800
2012-11-16,18.757143,18.928572,18.062500,18.845715,16.324936,1266893600
2012-11-19,19.311071,20.267857,19.281429,20.204643,17.502096,823317600
2012-11-20,20.425358,20.426786,19.806429,20.032499,17.352983,642754000
2012-11-21,20.151787,20.263214,19.878571,20.060715,17.377419,373002000
2012-11-23,20.256071,20.428572,20.092857,20.410713,17.680603,272826400
2012-11-26,20.567858,21.071428,20.489643,21.054644,18.238401,630579600
2012-11-27,21.055357,21.086430,20.717857,20.885000,18.091452,533330000
2012-11-28,20.616785,20.921429,20.437857,20.819286,18.034531,520864400
2012-11-29,21.079287,21.223213,20.901787,21.048571,18.233141,514698800
2012-11-30,20.956785,21.014286,20.809999,20.902857,18.106920,391319600
2012-12-03,21.201786,21.235357,20.910713,20.935356,18.135071,364280000
2012-12-04,20.778570,20.778570,20.433214,20.566071,17.815180,557068400
2012-12-05,20.318214,20.330357,19.241785,19.242500,16.668648,1044638000
2012-12-06,18.890715,19.761070,18.522499,19.544287,16.930073,1177212400
2012-12-07,19.764286,19.828571,18.928572,19.044643,16.497255,787040800
2012-12-10,18.750000,19.232500,18.627857,18.922144,16.391151,630484400
2012-12-11,19.277500,19.627144,19.191786,19.335358,16.749084,592345600
2012-12-12,19.563213,19.571428,19.152500,19.250000,16.675140,487144000
2012-12-13,18.969643,19.201429,18.778570,18.917500,16.387121,625259600
2012-12-14,18.383928,18.504642,18.056429,18.206785,15.771476,1009579200
2012-12-17,18.176071,18.571428,17.901072,18.529642,16.051138,757607200
2012-12-18,18.750000,19.103571,18.580357,19.067858,16.517368,625685200
2012-12-19,18.981071,19.060715,18.767857,18.796785,16.282555,449369200
2012-12-20,18.928572,18.935715,18.531429,18.633215,16.140867,481689600
2012-12-21,18.302500,18.559643,18.222857,18.547501,16.066616,596268400
2012-12-24,18.583929,18.723213,18.525356,18.577499,16.092596,175753200
2012-12-26,18.535713,18.552143,18.254286,18.321428,15.870780,302436400
2012-12-27,18.340714,18.437500,18.023571,18.395000,15.934508,455120400
2012-12-28,18.224644,18.374287,18.147142,18.199642,15.765288,354278400
2012-12-31,18.233213,19.121429,18.178572,19.006071,16.463844,659492400
2013-01-02,19.779285,19.821428,19.343929,19.608213,16.985447,560518000
2013-01-03,19.567142,19.631071,19.321428,19.360714,16.771053,352965200
2013-01-04,19.177500,19.236786,18.779642,18.821428,16.303900,594333600
2013-01-07,18.642857,18.903570,18.400000,18.710714,16.207998,484156400
2013-01-08,18.900356,18.996071,18.616072,18.761070,16.251616,458707200
2013-01-09,18.660713,18.750357,18.428213,18.467857,15.997621,407604400
2013-01-10,18.876785,18.882856,18.411428,18.696787,16.195932,601146000
2013-01-11,18.607143,18.761429,18.536428,18.582144,16.096619,350506800
2013-01-14,17.952856,18.125000,17.803928,17.919643,15.522738,734207600
2013-01-15,17.796429,17.821072,17.263571,17.354286,15.032999,876772400
2013-01-16,17.665714,18.194286,17.589287,18.074642,15.657004,690804800
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.551506,453678400
2013-01-18,17.804285,17.936428,17.728571,17.857143,15.468596,472922800
2013-01-22,18.020000,18.138571,17.736786,18.027500,15.616165,461546400
2013-01-23,18.171785,18.392500,18.027500,18.357500,15.902030,861509600
2013-01-24,16.428572,16.633215,16.080357,16.089287,13.937206,1460852400
2013-01-25,16.131786,16.293928,15.535714,15.710000,13.608656,1208026400
2013-01-28,15.636786,16.186071,15.566429,16.065357,13.916479,785517600
2013-01-29,16.375000,16.435715,16.147142,16.366785,14.177588,571158000
2013-01-30,16.321428,16.521429,16.232143,16.315357,14.133039,417155200
2013-01-31,16.320715,16.402857,16.249287,16.267500,14.091583,319334400
2013-02-01,16.396786,16.410000,16.012501,16.200714,14.033730,539484400
2013-02-04,16.211071,16.283571,15.785714,15.797143,13.684140,477117200
2013-02-05,15.858929,16.419287,15.793571,16.351429,14.164284,573347600
2013-02-06,16.302500,16.660713,16.163570,16.333929,14.149126,593706400
2013-02-07,16.544643,16.785713,16.218571,16.722143,14.569835,704580800
2013-02-08,16.928572,17.100357,16.723213,16.963572,14.780183,633158400
2013-02-11,17.017857,17.319286,16.901787,17.140356,14.934223,517490400
2013-02-12,17.125357,17.227858,16.705000,16.710714,14.559880,609053200
2013-02-13,16.686071,16.915714,16.543571,16.678928,14.532179,475207600
2013-02-14,16.590000,16.844286,16.572144,16.663929,14.519113,355275200
2013-02-15,16.744642,16.791430,16.425714,16.434286,14.319028,391745200
2013-02-19,16.467857,16.526072,16.208929,16.428213,14.313736,435783600
2013-02-20,16.346071,16.346071,16.028570,16.030357,13.967089,476302400
2013-02-21,15.928571,16.041786,15.815000,15.930714,13.880268,447182400
2013-02-22,16.044643,16.128571,15.950000,16.100357,14.028079,330654800
2013-02-25,16.208929,16.254286,15.806071,15.814286,13.778827,372579200
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.970821,501499600
2013-02-27,16.015356,16.158571,15.737500,15.877500,13.833904,587350400
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.735263,322515200
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.395147,552448400
2013-03-04,15.278571,15.292857,14.964286,15.001786,13.070900,582755600
2013-03-05,15.052857,15.542500,15.026786,15.397857,13.415996,638433600
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.245470,460250000
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.398571,468473600
2013-03-08,15.350000,15.551071,15.307500,15.418571,13.434046,391482000
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.625416,474236000
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.331669,465911600
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.329181,405549200
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.458321,303875600
2013-03-15,15.640357,15.865357,15.616071,15.845000,13.805588,643960800
2013-03-18,15.766071,16.337856,15.757143,16.275715,14.180865,606197200
2013-03-19,16.410713,16.463215,16.017857,16.231787,14.142591,526775200
2013-03-20,16.336430,16.343929,16.056786,16.145714,14.067599,308660800
2013-03-21,16.079287,16.356428,16.075001,16.168928,14.087822,383255600
2013-03-22,16.235001,16.503571,16.182501,16.496786,14.373486,395105200
2013-03-25,16.596071,16.783930,16.492144,16.556429,14.425449,501135600
2013-03-26,16.622856,16.637142,16.447500,16.469286,14.349524,294294000
2013-03-27,16.302143,16.314285,16.097500,16.145714,14.067599,331237200
2013-03-28,16.065001,16.136429,15.772143,15.809286,13.774471,442839600
2013-04-01,15.782143,15.846429,15.276429,15.318214,13.346606,389732000
2013-04-02,15.271429,15.647857,15.228571,15.349643,13.373989,529519200
2013-04-03,15.406071,15.617143,15.368214,15.428214,13.442446,363216000
2013-04-04,15.491429,15.535714,15.187500,15.275714,13.309574,358447600
2013-04-05,15.160714,15.176786,14.988571,15.114286,13.168928,383695200
2013-04-08,15.173214,15.267857,15.088929,15.221786,13.262589,300829200
2013-04-09,15.227143,15.303571,15.098214,15.249286,13.286548,306614000
2013-04-10,15.289286,15.609286,15.214643,15.560357,13.557581,375928000
2013-04-11,15.490000,15.642500,15.400000,15.511786,13.515264,328364400
2013-04-12,15.505357,15.505357,15.324643,15.350000,13.374299,238613200
2013-04-15,15.250000,15.281786,14.983929,14.994643,13.064682,317520000
2013-04-16,15.056071,15.236071,15.020357,15.222857,13.263521,305771200
2013-04-17,15.009643,15.021429,14.218214,14.385714,12.534124,945056000
2013-04-18,14.463929,14.492500,13.919286,14.001786,12.199614,666299200
2013-04-19,13.856071,14.271429,13.753571,13.947500,12.152316,609274400
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.405610,429920400
2013-04-23,14.428214,14.585000,14.243214,14.504643,12.637747,664238400
2013-04-24,14.055000,14.830357,14.017857,14.480714,12.616899,969651200
2013-04-25,14.686786,14.783571,14.535714,14.585000,12.707764,384837600
2013-04-26,14.636071,14.956071,14.580357,14.900000,12.982219,764097600
2013-04-29,15.016071,15.486429,15.000000,15.361429,13.384260,640326400
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.778205,691538400
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.669604,506909200
2013-05-02,15.777857,16.021070,15.736786,15.911429,13.863469,421828400
2013-05-03,16.118214,16.186787,16.041071,16.070715,14.002251,361300800
2013-05-06,16.275356,16.507143,16.225357,16.453930,14.336143,496641600
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.272352,483753200
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.433539,472598000
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.307621,398487600
2013-05-10,16.356071,16.418215,16.088572,16.177500,14.188591,334852000
2013-05-13,16.125357,16.353571,16.125000,16.240713,14.244032,316948800
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.903233,447118000
2013-05-15,15.684286,15.750000,15.084286,15.316071,13.433066,741613600
2013-05-16,15.115714,15.637500,14.960714,15.520714,13.612553,603204000
2013-05-17,15.680357,15.717500,15.393214,15.473571,13.571205,427904400
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.874102,451578400
2013-05-21,15.648214,15.910000,15.507143,15.702143,13.771675,456022000
2013-05-22,15.858929,16.012501,15.650714,15.762500,13.824612,443038400
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.849358,353021200
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.943645,276166800
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.827430,386145200
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.937375,330576400
2013-05-30,15.916071,16.232143,15.875357,16.127857,14.145049,353519600
2013-05-31,16.160713,16.325001,16.053572,16.061787,14.087103,384302800
2013-06-03,16.097500,16.155714,15.802857,16.097143,14.118112,372352400
2013-06-04,16.186428,16.229643,15.978214,16.046785,14.073947,292728800
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.942388,290589600
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.734085,416934000
2013-06-07,15.589286,15.830000,15.456071,15.778929,13.839021,404535600
2013-06-10,15.883214,16.038570,15.600000,15.674643,13.747557,450153200
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.707150,286112400
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.537688,265227200
2013-06-13,15.446429,15.612143,15.312500,15.570000,13.655782,285832400
2013-06-14,15.550000,15.581786,15.303571,15.358929,13.470657,271866000
2013-06-17,15.408571,15.560714,15.370000,15.428571,13.531735,259414400
2013-06-18,15.412857,15.532143,15.364643,15.420357,13.524533,195025600
2013-06-19,15.407143,15.416429,15.107143,15.107143,13.249827,310940000
2013-06-20,14.975000,15.213571,14.827500,14.887143,13.056872,357310800
2013-06-21,14.946071,15.000000,14.575000,14.767857,12.952253,481118400
2013-06-24,14.550000,14.595000,14.216071,14.376429,12.608947,480746000
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.611769,314162800
2013-06-26,14.425000,14.456786,14.130714,14.216786,12.468933,367724000
2013-06-27,14.258929,14.335357,14.055000,14.063571,12.334555,337246000
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.420693,578516400
2013-07-01,14.381786,14.723929,14.329286,14.615000,12.818191,391053600
2013-07-02,14.641429,15.058214,14.623929,14.946071,13.108557,469865200
2013-07-03,15.030714,15.106429,14.908929,15.028571,13.180913,240928800
2013-07-05,15.013929,15.117500,14.833929,14.907857,13.075042,274024800
2013-07-08,15.003929,15.035714,14.666071,14.823214,13.000805,298138400
2013-07-09,14.771429,15.125000,14.656429,15.083929,13.229467,352584400
2013-07-10,14.985714,15.171429,14.937500,15.026071,13.178721,281405600
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.384201,326292400
2013-07-12,15.273214,15.349643,15.121786,15.232500,13.359773,279563200
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.388901,241917200
2013-07-16,15.232857,15.382500,15.148929,15.364286,13.475356,216538000
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.478798,198990400
2013-07-18,15.477857,15.531071,15.378929,15.420000,13.524220,218878800
